Keyword,Visibility,Visibility Difference,Yahoo! Rank,Yahoo! Previous Rank,Yahoo! Difference,Yahoo! SERP Features,Yahoo! URL Found,Bing US Rank,Bing US Previous Rank,Bing US Difference,Bing US SERP Features,Bing US URL Found,Google HOU Rank,Google HOU Previous Rank,Google HOU Difference,Google HOU SERP Features,Google HOU URL Found,Google Mobile HOU Rank,Google Mobile HOU Previous Rank,Google Mobile HOU Difference,Google Mobile HOU SERP Features,Google Mobile HOU URL Found
exterior home doors houston tx,98%,0%,2,2,0,"Local Pack (0), Images (1)",https://www.southernfront.com/,1,1,0,"Local Pack (1), Images (1)",https://www.southernfront.com,2,2,0,"Local Pack (0), Images (0), Thumbnail (1), Reviews (0)",https://www.southernfront.com/,2,2,0,"Local Pack (0), Images (1), Thumbnail (1), Reviews (0)",https://www.southernfront.com/
exterior wood and iron doors houston,98%,0%,1,1,0,Videos (0),https://www.southernfront.com/,1,1,0,"Local Pack (1), Images (1)",https://www.southernfront.com,2,3,+1,"Local Pack (0), Images (1), Videos (0), Thumbnail (1), Reviews (0)",https://www.southernfront.com/products/iron-doors/,2,1(3),-1,"Images (1), Videos (0), Thumbnail (1), Reviews (0), Knowledge Panel (0), Ads Bottom (0), Shopping (0)",https://www.southernfront.com/products/iron-doors/
exterior wood door with glass houston,98%,-2%,1,1,0,Images (1),https://www.southernfront.com/products/wood-doors/,1(3),2,+1,"Local Pack (1), Images (1), Videos (0)",https://www.southernfront.com/,1(2),1(2),0,"Local Pack (1), Images (0), Thumbnail (1), Reviews (0), Ads Top (0), Ads Bottom (0)",https://www.southernfront.com/,4,1(2),-3,"Local Pack (0), Images (1), Thumbnail (1), Reviews (0)",https://www.southernfront.com/
fiberglass doors houston tx,98%,+2%,2,2,0,Local Pack (0),https://www.southernfront.com/,1,1,0,Local Pack (1),https://www.southernfront.com,2,4,+2,"Local Pack (1), Images (0), Thumbnail (1), Reviews (0), People Also Ask (0)",https://www.southernfront.com/products/fiberglass-doors/,1(1),1(1),0,"Local Pack (1), Images (1), Thumbnail (1), Reviews (0), People Also Ask (0)",https://www.southernfront.com/
forged iron door houston,98%,+2%,2,2,0,"Local Pack (0), Images (0)",https://www.southernfront.com/products/iron-doors/,1(3),2,+1,"Local Pack (1), Images (1)",https://www.southernfront.com/,2,2,0,"Local Pack (0), Images (0), Videos (0), Thumbnail (1), Reviews (0)",https://www.southernfront.com/products/iron-doors/,2,3,+1,"Images (0), Videos (0), Thumbnail (1), Reviews (0), Knowledge Panel (0), People Also Ask (0)",https://www.southernfront.com/products/iron-doors/
forged iron doors houston,98%,+1%,1,1,0,,https://www.southernfront.com/products/iron-doors/,1(2),1(1),0 (-1),Local Pack (1),https://www.southernfront.com/,2,3,+1,"Local Pack (0), Images (1), Thumbnail (1), Reviews (0)",https://www.southernfront.com/products/iron-doors/,3,3,0,"Local Pack (0), Images (1), Thumbnail (1), Reviews (0)",https://www.southernfront.com/products/iron-doors/
forged iron doors houston tx,98%,0%,1,1,0,Images (0),https://www.southernfront.com/products/iron-doors/,1(1),1(1),0,Local Pack (1),https://www.southernfront.com/,2,2,0,"Local Pack (0), Images (0), Videos (0), Thumbnail (1), Reviews (0), Ads Bottom (0)",https://www.southernfront.com/products/iron-doors/,3,3,0,"Local Pack (0), Images (0), Videos (0), Thumbnail (1), Reviews (0), Ads Top (0), Ads Bottom (0)",https://www.southernfront.com/products/iron-doors/
"forged iron doors houston, tx",98%,-1%,1,1,0,Images (0),https://www.southernfront.com/products/iron-doors/,1(1),1(1),0,"Local Pack (1), Images (1)",https://www.southernfront.com/,2,1,-1,"Images (0), Videos (0), Thumbnail (1), Reviews (0), Knowledge Panel (0), People Also Ask (0)",https://www.southernfront.com/products/iron-doors/,3,3,0,"Local Pack (0), Images (0), Videos (0), Thumbnail (1), Reviews (0)",https://www.southernfront.com/products/iron-doors/
front door houston,98%,-1%,2,2,0,Local Pack (0),https://www.southernfront.com/,1,1(1),0,Local Pack (1),https://www.southernfront.com,1(2),1(2),0,"Local Pack (1), Images (1), Thumbnail (1), Reviews (0), People Also Ask (0)",https://www.southernfront.com/,2,1(2),-1,"Local Pack (0), Images (1), Thumbnail (1), Reviews (0)",https://www.southernfront.com/
front door houston texas,98%,-1%,2,2,0,"Local Pack (0), Images (1)",https://www.southernfront.com/,1,1,0,"Local Pack (1), Images (1)",https://www.southernfront.com,1(2),1(2),0,"Local Pack (1), Images (0), SiteLinks (1), Thumbnail (0), Reviews (0), People Also Ask (0), Ads Top (0), Ads Bottom (0)",https://www.southernfront.com/,2,1(3),-1,"Local Pack (0), Images (1), SiteLinks (1), Thumbnail (0), Reviews (0)",https://www.southernfront.com/
front door near houston,98%,0%,2,3,+1,"Local Pack (0), Images (1)",https://www.southernfront.com/,1,1,0,"Local Pack (1), Images (1)",https://www.southernfront.com,1(3),1(2),0 (-1),"Local Pack (1), Images (1), Thumbnail (1), Reviews (0), People Also Ask (0)",https://www.southernfront.com/,2,1(3),-1,"Local Pack (0), Images (1), Thumbnail (1), Reviews (0), People Also Ask (0)",https://www.southernfront.com/
front door replacement houston,98%,+1%,2,2,0,"Local Pack (0), Videos (0)",https://www.southernfront.com/,1(5),1(4),0 (-1),"Local Pack (1), Videos (0)",https://www.southernfront.com/,1(2),2,+1,"Local Pack (1), Images (0), Thumbnail (1), Reviews (0)",https://www.southernfront.com/,2,2,0,"Local Pack (0), Thumbnail (1), Reviews (0)",https://www.southernfront.com/
front door replacement near houston,98%,0%,2,2,0,Local Pack (0),https://www.southernfront.com/,1,1,0,"Local Pack (1), Videos (0)",https://www.southernfront.com,2,2,0,"Local Pack (0), Images (0), Thumbnail (1), Reviews (0), People Also Ask (0)",https://www.southernfront.com/,2,2,0,"Local Pack (0), Images (0), Thumbnail (1), Reviews (0), People Also Ask (0)",https://www.southernfront.com/
front door solid wood houston,98%,+2%,1,1,0,"Images (0), Videos (0)",https://www.southernfront.com/products/wood-doors/,1,1(3),0,"Local Pack (1), Images (0), Videos (0)",https://www.southernfront.com/products/wood-doors,1(3),3,+2,"Local Pack (1), Images (1), Videos (0), Thumbnail (1), Reviews (0)",https://www.southernfront.com/,4,4,0,"Local Pack (0), Images (1), Videos (0), Thumbnail (1), Reviews (0), Shopping (0)",https://www.southernfront.com/products/wood-doors/
front doors for sale houston,98%,+2%,1,1,0,,https://www.southernfront.com/,1,1,0,Local Pack (1),https://www.southernfront.com,1(2),3,+2,"Local Pack (1), Images (1), Thumbnail (1), Reviews (0), Ads Top (0)",https://www.southernfront.com/,4,4,0,"Local Pack (0), Images (1), Thumbnail (1), Reviews (0)",https://www.southernfront.com/
front doors houston,98%,-1%,2,2,0,Local Pack (0),https://www.southernfront.com/,1(1),1(2),0 (+1),Local Pack (1),https://www.southernfront.com/,1(2),2(3),+1,"Local Pack (1), Thumbnail (1), Reviews (0), Ads Bottom (0)",https://www.southernfront.com/,3,1(3),-2,"Local Pack (0), Images (1), Thumbnail (1), Reviews (0)",https://www.southernfront.com/
front doors houston texas,98%,0%,2,2,0,"Local Pack (0), Images (1)",https://www.southernfront.com/,1,1,0,"Local Pack (1), Images (1)",https://www.southernfront.com,1(1),2,+1,"Local Pack (1), Images (0), Thumbnail (1), Reviews (0), Ads Top (0), Ads Bottom (0)",https://www.southernfront.com/,3,2,-1,"Local Pack (0), Images (1), Thumbnail (1), Reviews (0), People Also Ask (0)",https://www.southernfront.com/
front doors houston tx,98%,-1%,2,2,0,Local Pack (0),https://www.southernfront.com/,1,1,0,Local Pack (1),https://www.southernfront.com,2,1,-1,"Local Pack (0), Images (1), Thumbnail (1), Reviews (0)",https://www.southernfront.com/,2,2,0,"Local Pack (0), Images (1), Thumbnail (1), Reviews (0), People Also Ask (0)",https://www.southernfront.com/
"front doors houston, tx",98%,+1%,2,2,0,Local Pack (0),https://www.southernfront.com/,1,1,0,Local Pack (1),https://www.southernfront.com,1,2,+1,"Local Pack (0), Images (1), Thumbnail (1), Reviews (0)",https://www.southernfront.com/,2,2,0,"Local Pack (0), Images (1), Thumbnail (1), Reviews (0), People Also Ask (0)",https://www.southernfront.com/
front doors the woodlands tx,98%,+2%,2,3,+1,"Local Pack (0), Images (1), News (0)",https://www.southernfront.com/houston/front-doors-the-woodlands-tx/,2,3,+1,"Local Pack (0), Images (1)",https://www.southernfront.com/houston/front-doors-the-woodlands-tx,1,1,0,"Local Pack (0), Images (1), Thumbnail (1), Reviews (0), People Also Ask (0)",https://www.southernfront.com/houston/exterior-doors-the-woodlands-tx/,2,2,0,"Local Pack (0), Images (1), Thumbnail (1), Reviews (0), People Also Ask (0), Ads Top (0)",https://www.southernfront.com/houston/exterior-doors-the-woodlands-tx/
front glass door houston,98%,-1%,2,2,0,"Local Pack (0), Videos (0)",https://www.southernfront.com/,1,1,0,"Local Pack (1), Videos (0)",https://www.southernfront.com,2,1,-1,"Local Pack (1), Images (0), Thumbnail (1), Reviews (0), People Also Ask (0), Ads Top (0), Ads Bottom (0), Shopping (0)",https://www.southernfront.com/,1(3),1(2),0 (-1),"Local Pack (1), Images (0), Videos (0), Thumbnail (1), Reviews (0), People Also Ask (0), Ads Top (0), Ads Bottom (0), Shopping (0)",https://www.southernfront.com/
front security doors houston,98%,+1%,4,5,+1,Local Pack (0),https://www.southernfront.com/screen-security-door-houston-tx/,1(5),1(2),0 (-3),"Local Pack (1), Images (1)",https://www.southernfront.com/,1,1,0,"Local Pack (1), Images (1), Videos (0), Thumbnail (1), Reviews (0), People Also Ask (0)",https://www.southernfront.com/security-door-screen-houston-tx/,1(2),1(2),0,"Local Pack (1), Images (1), Videos (0), Thumbnail (1), Reviews (0), People Also Ask (0)",https://www.southernfront.com/
full glass exterior door houston,98%,0%,3,2,-1,Videos (0),https://www.southernfront.com/,2(4),3,+1,"Local Pack (1), Images (0), Videos (0)",https://www.southernfront.com/,1(1),1(2),0 (+1),"Local Pack (1), Images (0), Thumbnail (1), Reviews (0)",https://www.southernfront.com/,1(1),1(1),0,"Local Pack (1), Images (0), Thumbnail (1), Reviews (0)",https://www.southernfront.com/
full glass front entry door houston,98%,+1%,3(2),3(4),0 (+2),Images (1),https://www.southernfront.com/houston/rustic-entry-doors-houston/,1(1),2(3),+1,"Local Pack (1), Images (1), Videos (0)",https://www.southernfront.com/,1(1),1(1),0,"Local Pack (1), Images (0), Thumbnail (1), Reviews (0)",https://www.southernfront.com/,1(1),1(1),0,"Local Pack (1), Images (0), Thumbnail (1), Reviews (0), Ads Top (0)",https://www.southernfront.com/
glass and iron front doors houston,98%,-2%,1,1,0,Videos (0),https://www.southernfront.com/products/iron-doors/,1,1,0,Local Pack (1),https://www.southernfront.com,2,2,0,"Local Pack (1), Images (0), Videos (0), Thumbnail (1), Reviews (0)",https://www.southernfront.com/products/iron-doors/,3,1(2),-2,"Local Pack (0), Images (0), Videos (0), Thumbnail (1), Reviews (0), Ads Top (0), Ads Bottom (0)",https://www.southernfront.com/products/iron-doors/
glass and wrought iron entry doors houston,98%,-2%,1,1,0,Images (0),https://www.southernfront.com/products/iron-doors/,1(1),1,0,"Local Pack (1), Images (0)",https://www.southernfront.com/,2,2,0,"Local Pack (1), Images (0), Videos (0), Thumbnail (1), Reviews (0)",https://www.southernfront.com/products/iron-doors/,3,1(3),-2,"Local Pack (0), Images (0), Thumbnail (1), Reviews (0)",https://www.southernfront.com/products/iron-doors/
glass door in front of front door houston,98%,+1%,1,3,+2,Videos (0),https://www.southernfront.com/houston/entry-doors-houston/,1(2),2(2),+1,Local Pack (1),https://www.southernfront.com/,2,1,-1,"Images (0), Thumbnail (1), Reviews (0), Knowledge Panel (1), People Also Ask (0)",https://www.southernfront.com/,2,1,-1,"Local Pack (0), Images (1), Videos (0), Thumbnail (1), Reviews (0), People Also Ask (0)",https://www.southernfront.com/
glass exterior front door houston tx,98%,-1%,2,2,0,Videos (0),https://www.southernfront.com/,2(1),2(1),0,"Local Pack (1), Images (1)",https://www.southernfront.com/,1(3),1(1),0 (-2),"Local Pack (1), Images (1), Thumbnail (1), Reviews (0)",https://www.southernfront.com/,2,1(1),-1,"Local Pack (0), Images (1), Thumbnail (1), Reviews (0), People Also Ask (0), Shopping (0)",https://www.southernfront.com/
glass front door for sale houston,98%,-1%,2,2,0,"Images (0), Videos (0)",https://www.southernfront.com/,2(1),1,-1,"Local Pack (1), Images (0)",https://www.southernfront.com/,1(1),2,+1,"Local Pack (1), Images (1), Thumbnail (1), Reviews (0), Ads Top (0), Ads Bottom (0)",https://www.southernfront.com/,2(1),1(1),-1,"Local Pack (1), Images (1), Thumbnail (1), Reviews (0), Ads Top (0)",https://www.southernfront.com/
glass front door houston,98%,-2%,2,2,0,"Local Pack (0), Videos (0)",https://www.southernfront.com/,2(1),1,-1,"Local Pack (1), Images (1)",https://www.southernfront.com/,1(1),1(1),0,"Local Pack (1), Images (1), Thumbnail (1), Reviews (0), People Also Ask (0), Shopping (0)",https://www.southernfront.com/,2,1(1),-1,"Local Pack (0), Images (1), Thumbnail (1), Reviews (0), People Also Ask (0)",https://www.southernfront.com/
glass front doors for sale houston,98%,-2%,2,1,-1,Videos (0),https://www.southernfront.com/,2(2),1,-1,"Local Pack (1), Images (0)",https://www.southernfront.com/,1(2),1(1),0 (-1),"Local Pack (1), Images (0), Thumbnail (1), Reviews (0), Ads Top (0), Ads Bottom (0)",https://www.southernfront.com/,2,1(1),-1,"Local Pack (0), Images (1), Thumbnail (1), Reviews (0), Shopping (0)",https://www.southernfront.com/
glass front entry doors houston tx,98%,-1%,2,2,0,"Local Pack (0), Images (1)",https://www.southernfront.com/,2(4),2(2),0 (-2),Images (1),http://www.southernfront.com,1(1),1,0,"Local Pack (1), Images (1), Thumbnail (1), Reviews (0)",https://www.southernfront.com/,2,1(3),-1,"Local Pack (0), Images (1), Thumbnail (1), Reviews (0)",https://www.southernfront.com/
hardwood front door with glass houston,98%,-2%,1,1,0,Images (1),https://www.southernfront.com/products/wood-doors/,1(1),1(1),0,"Local Pack (1), Images (0)",https://www.southernfront.com/,1(3),1(2),0 (-1),"Local Pack (1), Images (1), Videos (0), Thumbnail (1), Reviews (0), Ads Top (0)",https://www.southernfront.com/,4,1(2),-3,"Local Pack (0), Images (1), Videos (0), Thumbnail (1), Reviews (0)",https://www.southernfront.com/products/wood-doors/
hardwood front doors with glass houston,98%,-2%,1,1,0,Images (0),https://www.southernfront.com/products/wood-doors/,1(3),1(1),0 (-2),"Local Pack (1), Images (0)",https://www.southernfront.com/,1(2),1(2),0,"Local Pack (1), Images (1), Videos (0), Thumbnail (1), Reviews (0)",https://www.southernfront.com/,4,1(3),-3,"Local Pack (0), Images (1), Videos (0), Thumbnail (1), Reviews (0), Shopping (0)",https://www.southernfront.com/products/wood-doors/
home front door houston,98%,0%,2,2,0,Local Pack (0),https://www.southernfront.com/,1,1,0,"Local Pack (1), Images (1)",https://www.southernfront.com,1(2),2,+1,"Local Pack (1), Images (1), Thumbnail (1), Reviews (0)",https://www.southernfront.com/,2,1(2),-1,"Local Pack (0), Images (1), Thumbnail (1), Reviews (0)",https://www.southernfront.com/
home front doors houston,98%,0%,2,2,0,Local Pack (0),https://www.southernfront.com/,1,1,0,Local Pack (1),https://www.southernfront.com,1,1,0,"Local Pack (1), Images (0), Thumbnail (1), Reviews (0)",https://www.southernfront.com/,2,2,0,"Local Pack (0), Images (1), Thumbnail (1), Reviews (0)",https://www.southernfront.com/
houston contemporary doors,98%,+3%,2,3,+1,"Local Pack (0), Images (0)",https://www.southernfront.com/modern-doors-houston-tx/,1(1),3,+2,"Local Pack (1), Images (1)",https://www.southernfront.com/,2,2,0,"Images (1), Thumbnail (1), Reviews (0), Knowledge Panel (0), Ads Top (0)",https://www.southernfront.com/houston/houston-modern-front-doors/,2,3,+1,"Thumbnail (1), Reviews (0), Knowledge Panel (0)",https://www.southernfront.com/houston/houston-modern-front-doors/
houston exterior double entry glass doors,98%,0%,1,1,0,Images (0),https://www.southernfront.com/houston/houston-exterior-double-door/,1(1),1,0,"Local Pack (1), Images (0)",https://www.southernfront.com/,2,2,0,"Images (1), Thumbnail (1), Reviews (0), Knowledge Panel (1), People Also Ask (0)",https://www.southernfront.com/houston/double-entry-doors/,2,2,0,"Images (1), Thumbnail (1), Reviews (0), Knowledge Panel (1)",https://www.southernfront.com/houston/double-entry-doors/
houston exterior glass entrance doors,98%,-1%,3,2,-1,"Images (1), Videos (0)",https://www.southernfront.com/,1(1),2,+1,"Local Pack (1), Images (0)",https://www.southernfront.com/,1,1,0,"Local Pack (1), Images (0), Thumbnail (1), Reviews (0)",https://www.southernfront.com/,2(1),1(1),-1,"Local Pack (1), Images (1), Thumbnail (1), Reviews (0), Ads Top (0)",https://www.southernfront.com/
houston external front door with glass,98%,-1%,3(1),2,-1,Images (1),https://www.southernfront.com/houston/rustic-entry-doors-houston/,1(1),1,0,"Local Pack (1), Images (1)",http://www.southernfront.com,1,1,0,"Images (1), Videos (0), Thumbnail (1), Reviews (0)",https://www.southernfront.com/,1,1,0,"Local Pack (0), Images (1), Videos (0), Thumbnail (1), Reviews (0)",https://www.southernfront.com/
houston fancy front doors,98%,-2%,3,2,-1,"Local Pack (0), Images (0)",https://www.southernfront.com/,2(4),1,-1,"Local Pack (1), Images (0)",https://www.southernfront.com/,1,1,0,"Images (1), Thumbnail (1), Reviews (0), Knowledge Panel (0), People Also Ask (0)",https://www.southernfront.com/,1,1,0,"Images (1), Thumbnail (1), Reviews (0), Knowledge Panel (0), Ads Top (0), Ads Bottom (0)",https://www.southernfront.com/
houston forged iron door,98%,+1%,2,2,0,"Local Pack (0), Images (0)",https://www.southernfront.com/products/iron-doors/,1(3),1(2),0 (-1),"Local Pack (1), Images (0)",https://www.southernfront.com/,2,2,0,"Local Pack (0), Images (0), Videos (0), Thumbnail (1), Reviews (0), Ads Top (0), Ads Bottom (0)",https://www.southernfront.com/products/iron-doors/,2,3,+1,"Local Pack (0), Images (1), Videos (0), Thumbnail (1), Reviews (0), People Also Ask (0)",https://www.southernfront.com/products/iron-doors/
houston front door,98%,0%,2,2,0,Local Pack (0),https://www.southernfront.com/,1,1,0,Local Pack (1),https://www.southernfront.com,1,2,+1,"Local Pack (1), Images (1), Thumbnail (1), Reviews (0)",https://www.southernfront.com/,2,1(4),-1,"Local Pack (0), Images (1), Thumbnail (1), Reviews (0), People Also Ask (0)",https://www.southernfront.com/
